,hotel name,mark,location
518,L’Hotel Marrakech,5,"41, Derb Sidi Lahcen, Marrakech, Marrakech-Safi, Morocco"
519,Pestana CR7 Marrakech,4.5,"Av. de la Menara, Marrakech, Marrakech-Safi, Morocco"
520,Riad Atlas Toubkal,4.5,"BP 94, Imlil, Marrakech-Safi, Morocco"
521,Riad d'Airain Marrakech,4.5,"8 Derb el Hammam Bab Doukkala, Marrakech, Marrakech-Safi, Morocco"
522,Villa Marco Marrakech,5,"Douar Shib Foukani km. 18, Marrakech, Marrakech-Safi, Morocco"
523,Adama Hotel Marrakech,4,"Route d'Amizmiz, KM 7,5, Marrakech, Marrakech-Safi, Morocco"
524,Dar Sabra Hotel Marrakech,4.5,"Douar Abiad, Circuit de la Palmeraie, Marrakech, Marrakech-Safi, Morocco"
525,Sahara Palace Marrakech,4.5,"12440 Annakhil, Palmeraie, Marrakech, Marrakech-Safi, Morocco"
526,Kenzi Europa Hotel,4,"Boulevard 20 aout, Agadir, Souss-Massa, Morocco"
527,Riad Dar Cordoba,4.5,"Derb Guebbus 15-Batha, Fes, Fes-Meknes, Morocco"
528,Casa Lalla,4.5,"Riad Zitoun Lakdime 16 Derb Jamaa, Marrakech, Marrakech-Safi, Morocco"
529,Riad Morgane,4.5,"39, derb Sidi Lahcen ou Ali, Bab Doukkala, Marrakech, Marrakech-Safi, Morocco"
530,Dar Zemrane,4.5,"28, derb Zemrane, Marrakech, Marrakech-Safi, Morocco"
531,Riad Meriem,4.5,"97 Derb El Cadi, Azbest, Marrakech, Marrakech-Safi, Morocco"
532,Riad Charai,4.5,"54 Diour Jdad, Marrakech, Marrakech-Safi, Morocco"
533,Riad Daria Suites & Spa,4.5,"186, Derb Chtouka, Marrakech, Marrakech-Safi, Morocco"
534,Riad Jomana,4.5,"62 Arset Aouzal, Marrakech, Marrakech-Safi, Morocco"
535,Riad Balkisse,4.5,"4 Derb Charij, Marrakech, Marrakech-Safi, Morocco"
536,Riad Aliya,4.5,"10, derb Akerkour, Marrakech, Marrakech-Safi, Morocco"
537,Riad La Rose Du Desert,4.5,"181 Arset Aouzal Bab Doukala, Marrakech, Marrakech-Safi, Morocco"
538,Riad Dar Dada Mouss & Suite,5,"82 Sidi Ayoub Derb Hamam, Marrakech, Marrakech-Safi, Morocco"
539,Riad Houma,5,"Quartier Riad Zitoun Jdid, Marrakech, Marrakech-Safi, Morocco"
540,Riad Houma,5,"Quartier Riad Zitoun Jdid, Marrakech, Marrakech-Safi, Morocco"
541,Riad Clefs d'Orient,5,"2, Kssibat N'hass, Marrakech, Marrakech-Safi, Morocco"
542,Riad El Walaa and spa,4.5,"138 Arset Moussa Louala, Marrakech, Marrakech-Safi, Morocco"
543,Dar Soukaina,4.5,"N_19 & N_24, Derb El Farrane, Quartier Riad Laarouss, Marrakech, Marrakech-Safi, Morocco"
544,Les Jardins De Zyriab Resort & Spa,4.5,"Km 13 Route De L'Ourika Canal De Zaraba, Marrakech, Marrakech-Safi, Morocco"
545,Riad Grawa,4.5,"Douar grawa N_60 Bis, Marrakech, Marrakech-Safi, Morocco"
546,Riad Danka,5,"141 Derb Aarjane, Marrakech, Marrakech-Safi, Morocco"
547,Riad Dar Mchicha,5,"13 Derb El Ferrane, Riad Laarousse, Marrakech, Marrakech-Safi, Morocco"
548,Riad Bab Tilila,5,"Derb Zaouia no 3 Babdoukala, Marrakech-Medina, Marrakech, Marrakech-Safi, Morocco"
549,Riad Mirage,4.5,"Kenaria, Derb Sidi Boulafdail, No. 10, Marrakech, Marrakech-Safi, Morocco"
550,Caravanserai,4.5,"264, Ouled Ben Rahmoune, Marrakech, Marrakech-Safi, Morocco"
551,Riad Alaka,5,"35 Derb Alaka, Marrakech, Marrakech-Safi, Morocco"
552,Riad Lapis-Lazuli,4.5,"90, Zaouia Al Abbassia, Marrakech, Marrakech-Safi, Morocco"
553,Riad Kasbah,4.5,"101 Derb Harbil-Kasbah, Marrakech, Marrakech-Safi, Morocco"
554,Riad Aya,5,"41 derb Toudgha, Marrakech, Marrakech-Safi, Morocco"
555,Ryad Noura,5,"142, Derb El Faran, Marrakech, Marrakech-Safi, Morocco"
556,Dar Jaguar,4.5,"7-8 Derb El Mesfioui, Marrakech, Marrakech-Safi, Morocco"
557,Villa Amira et SPA,4.5,"78, rue Sakia El Hamra, Semlalia, Marrakech, Marrakech-Safi, Morocco"
558,Riad Maialou,5,"5, Derb Messaoudienne, Marrakech, Marrakech-Safi, Morocco"
559,RIad Al Loune,5,"77, Derb el Kadi, Marrakech, Marrakech-Safi, Morocco"
560,Hotel Riad Marraplace,4.5,"34 Rue Sidi Bouloukate, Marrakech, Marrakech-Safi, Morocco"
561,Riad El Arsat,5,"10 Derb Chemaa, Arset Loughzail, Marrakech, Marrakech-Safi, Morocco"
562,Riad Slitine & Spa,4.5,"Riad Zitoun Jdid, Marrakech, Marrakech-Safi, Morocco"
563,Dar Housnia,5,"2 derb Lalla Azzouna, Marrakech, Marrakech-Safi, Morocco"
564,Riad Jardin Secret,4.5,"43 - 46 Arset Aouzal Bab Doukkala, Marrakech, Marrakech-Safi, Morocco"
565,Riad Dar Saba,4.5,"278 Derb Sidi Bou Amar, Marrakech, Marrakech-Safi, Morocco"
566,Riad Farhan,4.5,"Derb Tizougarine 74, Medina, Marrakech, Marrakech-Safi, Morocco"
567,Riad 11 Zitoune,5,"Rue Riad Zitoune Lakdim, Marrakech, Marrakech-Safi, Morocco"
568,Riad Le Jardin des Sens & Spa,5,"151 derb Jdid DABACHI, Marrakech, Marrakech-Safi, Morocco"
569,Kenzi Rose Garden,4.5,"Avenue du President Kennedy, Marrakech, Marrakech-Safi, Morocco"
570,Riad Oasissime Marrakech,5,"8 Derb el Hajra, Derb Dabachi, Marrakech, Marrakech-Safi, Morocco"
571,Arabian Riad Marrakech,4.5,"37 Derb Benzina, Marrakech, Marrakech-Safi, Morocco"
572,Riad Elli Marrakech,4.5,"Sidi Mimoun Derb Sidi M'bark n 121, Marrakech, Marrakech-Safi, Morocco"
573,Riad Nelia De Marrakech Hotel Boutique & Spa,5,"2 Derb Si Said Riad Zitoun Jdid, Marrakech, Marrakech-Safi, Morocco"
574,Riad L'Escale de Marrakech,4.5,"49 Rue Oued El Kebir, Marrakech, Marrakech-Safi, Morocco"
575,Ryad Marrakech,4.5,"15 Drb Rhla, Marrakech, Marrakech-Safi, Morocco"
576,Les Jardins d'Issil,4.5,"Route de l'Ourika, Km 13, Marrakech, Marrakech-Safi, Morocco"
577,Hotel ZAHIA Marrakech,3,"Avenue Abdelkrim Khettabi, Marrakech, Marrakech-Safi, Morocco"
578,Murano Resort Marrakech,4,"Route Douar Abiad, Marrakech, Marrakech-Safi, Morocco"
579,"Hostel Waka Waka, Marrakech",4,"Rue el Ksour, Marrakech, Marrakech-Safi, Morocco"
580,Riad Watier,5,"16 Rue Ceuta, Essaouira, Marrakech-Safi, Morocco"
581,Riad Chbanate,5,"179 Rue Chbanate, Essaouira, Marrakech-Safi, Morocco"
582,Hotel Babylon Dades,5,"Road R-704 Directing to M`Semrir. The Dades Gorge, Boumalne Dades, Souss-Massa, Morocco"
583,L'Heure Bleue Palais,4.5,"2 Rue Ibn Batouta, Essaouira, Marrakech-Safi, Morocco"
584,Kasbah Africa,4.5,"Douar Torort, Ouirgane, Marrakech-Safi, Morocco"
585,L'Ma Lodge,5,"Palmeraie de Skoura - Douar Ouled Ali Khamsa, Skoura, Ouarzazate, Draa-Tafilalet, Morocco"
586,Riad Baladin,4.5,"9 Rue Sidi Magdoul, Essaouira, Marrakech-Safi, Morocco"
587,Chez Pierre,5,"Douar Ait Oufi, Boumalne Dades, Souss-Massa, Morocco"
588,Riad Lunetoile,4.5,"191 Rue Sidi Mohamed Ben Abdullah, Essaouira, Marrakech-Safi, Morocco"
589,Dar Maya,5,"33 Rue Oujda, Essaouira, Marrakech-Safi, Morocco"
590,Dar Rihana Dades,5,"Km 25 Route Des Gorges Du Dades, Boumalne Dades, Souss-Massa, Morocco"
591,Riad Matins de Marrakech,5,"Houmet Bab Taghzout Ouenk Jmel no 210, Marrakech, Marrakech-Safi, Morocco"
592,Riad BB Marrakech,4.5,"34 Derb Fhal Zfriti, Marrakech, Marrakech-Safi, Morocco"
593,Riad Schanez,3.5,"Derb Chtouka 218 Derb Tadla, Marrakech, Marrakech-Safi, Morocco"
594,Le Pavillon Du Golf,4,"Circuit de la Palmeraie, Marrakech, Marrakech-Safi, Morocco"
595,Riad Celestia,4,"56 Derb Sidi Ali ou Lahcen, Marrakech, Marrakech-Safi, Morocco"
596,Riad Bonheur,4,"No 59, Derbe Bouaanane, Marrakech, Marrakech-Safi, Morocco"
597,The Bird Exclusive Guest House & Spa,4,"Road of Ouarzazate, Douar El Guern, Marrakech, Marrakech-Safi, Morocco"
598,Riad SACR,4.5,"120 Derb Essnane Mouassine, Marrakech, Marrakech-Safi, Morocco"
599,Kaktus Hostel,4.5,"21 Rue Kennaria Derb Zaari, Marrakech, Marrakech-Safi, Morocco"
600,Dream Kasbah,4.5,"6 Bis Derb El Arsa, Kasbah, Marrakech, Marrakech-Safi, Morocco"
601,Riad le Perroquet Bleu,4.5,"86 Aarst El Baraka, Bab Ghemat, Marrakech, Marrakech-Safi, Morocco"
602,Riad Irhalne,4.5,"5 Derb Sidi Ben Aissa Dabachi, Marrakech, Marrakech-Safi, Morocco"
603,Riad Infinity Sea,5,"Derb El Merkez, n. 7, Marrakech, Marrakech-Safi, Morocco"
604,Riad Bibtia,4.5,"Mouassine Derb El Hammame No. 58, Marrakech, Marrakech-Safi, Morocco"
605,Riad Marhbabikoum,5,"43 Derb Lhabib Lmagni, Marrakech, Marrakech-Safi, Morocco"
606,Riad Zhor,4.5,"121 Derb Sidi Ahmed Soussi, Marrakech, Marrakech-Safi, Morocco"
607,Riad Ayadina & Spa,4.5,"Avenue du 11 Janvier, Marrakech, Marrakech-Safi, Morocco"
608,Guest House Soir De Marrakech,4.5,"Zone Touristique Agdal MH 30 p 2017 Av. Du 7eme Art, Agdal Avenue Mohammed VI, Marrakech, Marrakech-Safi, Morocco"
609,Nobu Hotel Marrakech,4.5,"Av. Echouhada Et, Rue du Temple, Marrakech, Marrakech-Safi, Morocco"
610,Riad Aicha Marrakech,4.5,"Boutouil, Marrakech, Marrakech-Safi, Morocco"
611,Hostel Nari-Nari Marrakech,4.5,"Riad Zitoun el Jdid, Marrakech, Marrakech-Safi, Morocco"
612,ROBINSON Agadir,4.5,"Chemin des Dunes, Agadir, Souss-Massa, Morocco"
613,Maison Merzouga Guest House,5,"BP 24, Merzouga, Draa-Tafilalet, Morocco"
614,Dar Imlil,4.5,"Centre Village, Imlil, Marrakech-Safi, Morocco"
615,Imlil Authentic Toubkal Lodge,5,"Village Arghen Imlil BP 43, Poste Asni Par Marrakech, Imlil, Marrakech-Safi, Morocco"
616,Guest House Bagdad Cafe,5,"Rue Principale, Ait Ben Haddou, Souss-Massa, Morocco"
617,Karawan Riad,5,"21 Derb Ourbia, Fes, Fes-Meknes, Morocco"
618,Riad Siwan,5,"Zanka Adika No. 28, Marrakech, Marrakech-Safi, Morocco"
619,Riad Sheba,4.5,"35 Derb Raouia Rmila, Marrakech, Marrakech-Safi, Morocco"
620,"Crowne Plaza al Khobar, an IHG Hotel",4.5,"King Abdullah Street, Al Khobar, Eastern Province, Saudi Arabia"
621,Hapimag Resort Marrakech,4.5,"Lotissement Akkari, Marrakech, Marrakech-Safi, Morocco"
622,Kasbah Ait Ben Moro,4.5,"Douar Taskoukamte - Skoura, Ouarzazate, Draa-Tafilalet, Morocco"
623,Dar Ahlam,5,"Douar Oulad Cheik Ali, Skoura M'Daz, Fes-Meknes, Morocco"
624,Ali & Sara's Desert Palace,5,"Erg Chebbi Dunes, Erg Chebbi, Meknes-Tafilalet Region, Morocco"
625,Riad Caravane,5,"Ait Boulmane, Ait Ben Haddou, Souss-Massa, Morocco"
626,Relax Marrakech,4,"Rte de Casablanca, Marrakech, Marrakech-Safi, Morocco"
627,Sawadi Ecolodge,5,"Palmeraie de Skoura, Skoura, Ouarzazate, Draa-Tafilalet, Morocco"
628,Riad Marrakech By Hivernage,3.5,"Angle Arset Lamaach & Doctor Linares, Marrakech, Marrakech-Safi, Morocco"
629,Riad Hotel Belleville Marrakech,4,"N 194 Riad Zitoune Lakdim, Marrakech, Marrakech-Safi, Morocco"
630,Riad Omara al Kasbah,4.5,"No. 94 Derb Boutouil, Marrakech, Marrakech-Safi, Morocco"
631,Riad la Parenthese by Sashema,5,"193, Derb Arset Aouzal, Bab Doukkala, Marrakech, Marrakech-Safi, Morocco"
632,Riad Chams Marrakech,4.5,"N_ 214-215 Derb Sidi Bouamer, Marrakech, Marrakech-Safi, Morocco"
633,Marrakech Palm Club,3.5,"Dalia Avenue Yaacoub El Mansour, Marrakech, Marrakech-Safi, Morocco"
634,Palais des Remparts,4,"18 Rue Ibn Rochd, Essaouira, Marrakech-Safi, Morocco"
635,Riad Les 5 Soeurs,5,"250, Derb Kadi, Marrakech, Marrakech-Safi, Morocco"
636,Riad Porte Royale,5,"Derb el Maada 84, Diour Jdad, Marrakech, Marrakech-Safi, Morocco"
637,Jnane Allia,5,"Ain Neffad Oulad Hassoun Rouer de Fes, Marrakech, Marrakech-Safi, Morocco"
638,Riad Bianca,5,"91 Derb Sidi Messaoud, Marrakech, Marrakech-Safi, Morocco"
639,Riad Dar Nadwa,5,"51 Diour Jdad, Marrakech, Marrakech-Safi, Morocco"
640,Riad Dar Alif,5,"17 Derb El Kheir Hay Salam, Marrakech, Marrakech-Safi, Morocco"
641,Riad Armelle,4.5,"23 Derb l'Hotel, Marrakech, Marrakech-Safi, Morocco"
642,Riad Andalouse,4.5,"Quartier Bouskri - Medina, Marrakech, Marrakech-Safi, Morocco"
643,Riad El Farah,4.5,"el Kasbah, Derb El Oualidine 35, Marrakech, Marrakech-Safi, Morocco"
644,Riad l'Etoile d'Orient,4.5,"Derb Dabachi, Derb Moulay Abdelkader no52, Marrakech, Marrakech-Safi, Morocco"
645,Riad Al Kadar,5,"132 , Derb Jamaa - Arset - Belbaraka, Marrakech, Marrakech-Safi, Morocco"
646,Riad Kenzo,4.5,"Rue Sidi Abd el Aziz Derb Cinco no 4, Marrakech, Marrakech-Safi, Morocco"
647,Riad Shanima & Spa,5,"175 derb Arset Aouzal - Bab Doukkala, Marrakech, Marrakech-Safi, Morocco"
648,Astra Damus Hotel,4.5,"Derb el Maada 42 - 43, Marrakech, Marrakech-Safi, Morocco"
649,Riad Lena & SPA,4.5,"8, Derb El Hammam, Marrakech, Marrakech-Safi, Morocco"
650,Riad Akka,5,"65, derb Lahbib Magni,, Marrakech, Marrakech-Safi, Morocco"
651,Les Sources Berberes Riad & Spa,5,"15 Derb El Arsa, Marrakech, Marrakech-Safi, Morocco"
652,Riad Antara,5,"30 derb Si Omar bouderba, Marrakech, Marrakech-Safi, Morocco"
653,Dar Zelda,5,"7, Derb Laakar, Marrakech, Marrakech-Safi, Morocco"
654,Riad et Dar Maison Do,4.5,"1 et 21 derb Hajjama, Marrakech, Marrakech-Safi, Morocco"
655,Riad Laila,5,"104 Diour Jdad - Arset Ben Brahim, Marrakech, Marrakech-Safi, Morocco"
656,Riad Al Mendili Kasbah,5,"Bp 27 Sidi Ghiat Douar Laamrine, Marrakech, Marrakech-Safi, Morocco"
657,Dar Malak,5,"20 Derb Assabane, Marrakech, Marrakech-Safi, Morocco"
658,Riad Bab 54,5,"54 Derb N'khel Rahba Laqdima, Marrakech, Marrakech-Safi, Morocco"
659,Dar 73,4.5,"Derb Manchoura, 16, Marrakech, Marrakech-Safi, Morocco"
660,Riad Origines,4.5,"11 Derb Ben Moussa, Marrakech, Marrakech-Safi, Morocco"
661,Ourika-Camp Marrakech,4,"KM 10 Route de L'Ourika, Marrakech, Marrakech-Safi, Morocco"
662,La Pause,4,"Douar Lmih Laroussiene, Marrakech, Marrakech-Safi, Morocco"
663,Riad Chorfa,4,"6, Derb Chorfa El kebir - Mouassine - Medina, Marrakech, Marrakech-Safi, Morocco"
664,Riad Lakhdar,4,"28 Jbel Lakhdar R'mila, Marrakech, Marrakech-Safi, Morocco"
665,Riad Dar Nael,4,"Derb El Baroud 38, Marrakech, Marrakech-Safi, Morocco"
666,Dar Limoun Amara,4,"71 Derb Jemaa, Marrakech, Marrakech-Safi, Morocco"
667,Boho 27 Hostel Marrakech,4.5,"27 Derb Cherkaoui, Marrakech, Marrakech-Safi, Morocco"
668,Riad 41,5,"Derd Laarsa n41, Marrakech, Marrakech-Safi, Morocco"
669,Riad L'Emir,4.5,"10 Bis Derb El Arsa Kennaria, Marrakech, Marrakech-Safi, Morocco"
670,Riad Ineslisa,4.5,"3 Derb Boualilou - Sidi Ben Slimane, Marrakech, Marrakech-Safi, Morocco"
671,The Madrassa,4.5,"Douar Grawa 59, Marrakech, Marrakech-Safi, Morocco"
672,Majorelle Hostel,4.5,"114 Derb Moulay Abdelkader, Marrakech, Marrakech-Safi, Morocco"
673,Riad Chez l'Africain,4.5,"307 Rue Kasbah, Marrakech, Marrakech-Safi, Morocco"
674,Riad Dihya,4.5,"N 24 Derb Jdid Dabachi Medina, Marrakech, Marrakech-Safi, Morocco"
675,Villa Quieta,5,"Rue Moulay Ali Chrif, Essaouira, Marrakech-Safi, Morocco"
676,Douar Samra,5,"Tamatert, Imlil, Marrakech-Safi, Morocco"
677,Riad Remmy,5,"29 Daoud Ben Aicha, Essaouira, Marrakech-Safi, Morocco"
678,Riad Zahra Essaouira,4.5,"90 Amira Lalla Meryem, Essaouira, Marrakech-Safi, Morocco"
679,Marrakech Retreat By La Siredrah,4.5,"Sidi Bouzguia Route de l'Ourika km 18, Marrakech, Marrakech-Safi, Morocco"
680,Coco Canel Marrakech,4.5,"Route De L'ourika, Km 7, Marrakech, Marrakech-Safi, Morocco"
681,Riad Numero 9,5,"9 Derb Lamside, Fes, Fes-Meknes, Morocco"
682,Ashland Creek Inn,5,"70 Water St, Ashland, Oregon"
683,Chez Talout,5,"Oulad Aarbiya, Skoura, Ouarzazate, Draa-Tafilalet, Morocco"
684,Sel d'Ailleurs,4.5,"BP 183, Km 59 Marigha, Route de Taroudant, Asni, Marrakech-Safi, Morocco"
685,Le Bel Oranger,4.5,"48 Derb El Ferrane Riad Laarouss, Marrakech, Marrakech-Safi, Morocco"
686,Riad Majala,5,"72, derb Snane, Marrakech, Marrakech-Safi, Morocco"
687,Riad Hadda,5,"64, Derb Aarab Bab Aylen, Marrakech, Marrakech-Safi, Morocco"
688,Domaine Tarik,4.5,"Km 10, 11 Rte d'Ourika, Marrakech, Marrakech-Safi, Morocco"
689,Residence Habiba,4.5,"Km 8,7 Route d'Amizmiz douar Bougdira, Marrakech, Marrakech-Safi, Morocco"
690,Domaine Tarik,4.5,"Km 10, 11 Rte d'Ourika, Marrakech, Marrakech-Safi, Morocco"
691,Riad Dar Latifa,4.5,"17 derb Lalla Azzouna, Marrakech, Marrakech-Safi, Morocco"
692,Riad de Vinci,4.5,"155 Derb El Faran, Marrakech, Marrakech-Safi, Morocco"
693,Auberge La Source,5,"Hassi Labied, Merzouga, Draa-Tafilalet, Morocco"
694,Riad Tamdakhte,5,"Ait Ben Haddou, Souss-Massa, Morocco"
695,Auberge La Terrasse des Delices,4.5,"Oasis de Fint, Ouarzazate, Draa-Tafilalet, Morocco"
696,Riad Sabrina,4.5,"16 Derb Ouayhah Sidi Abdelaziz, Marrakech, Marrakech-Safi, Morocco"
697,Scarabeo Camp,4.5,"Agafay, Marrakech-Safi, Morocco"
698,Riad Palais Blanc,5,"Onk Jmel Derb Zaouiat Benasser No. 5, Marrakech, Marrakech-Safi, Morocco"
699,Riad Amira,4.5,"52, 23 Derb Benzina - La Kasbah, Marrakech, Marrakech-Safi, Morocco"
700,Ryad Dar Ganou,5,"3, derb Fahl Ezzafriti, Marrakech, Marrakech-Safi, Morocco"
701,Manzil La Tortue,5,"Km 12, Route de Ouarzazate, Marrakech, Marrakech-Safi, Morocco"
702,Riad Dar More,4.5,"44 Derb Jdid, Marrakech, Marrakech-Safi, Morocco"
703,Le Pavillon Oriental,4.5,"54, derb Jdid, Riad Zitoun Kadim, Marrakech, Marrakech-Safi, Morocco"
704,Dar Mouassine,4.5,"148 Derb Snane, Marrakech, Marrakech-Safi, Morocco"
705,Maroc Lodge,5,"Douar Regraga, Amizmiz, Marrakech-Safi, Morocco"
706,Riad Elias,4.5,"6, derb Noursial,Taoulat Ben Saleh, Marrakech, Marrakech-Safi, Morocco"
707,Riad Marrakiss,4.5,"103 Derb Moulay Abdelkader, Marrakech, Marrakech-Safi, Morocco"
708,Riad l'Oiseau du Paradis,4.5,"27, Derb Cherrata, Marrakech, Marrakech-Safi, Morocco"
709,Riad Ben Youssef,4.5,"37 Derb el Farnatchi - Kaate Bennahid, Marrakech, Marrakech-Safi, Morocco"
710,Dar Assiya,5,"20 Derb Ouali, Marrakech, Marrakech-Safi, Morocco"
711,La Claire Fontaine - Riad - Boutique Hotel - Restaurant,5,"6, Rue Bin Touahane, Marrakech, Marrakech-Safi, Morocco"
712,Ibis Ouarzazate Centre Hotel,3.5,"Avenue Moulay Rachid, Ouarzazate, Draa-Tafilalet, Morocco"
713,Les Reves De Marrakech,5,"Marrakech, Marrakech-Safi, Morocco"
714,Riad Assala,4.5,"8, Derb Ouaihah, Marrakech, Marrakech-Safi, Morocco"
715,Dar Kantzaro,5,"Route de Fes, Marrakech, Marrakech-Safi, Morocco"
716,Palais Amador,5,"KM 20 Route De Ouarzazate, Marrakech, Marrakech-Safi, Morocco"
717,Le Relais de Marrakech,4,"Route de Casablanca N9, Marrakech, Marrakech-Safi, Morocco"
718,Riad Ksar Saad & Spa,4,"25 Derb Sbaia, Marrakech, Marrakech-Safi, Morocco"
719,Riad Jemaa El Fna Boutique Hotel & Spa,4,"Boulevard Des Banques Rue Zaari N 42 Kennaria, Marrakech, Marrakech-Safi, Morocco"
720,Palais Rhoul & Spa Marrakech,4.5,"Route De Fes _ KM 5 Dar Tounsi, Marrakech, Marrakech-Safi, Morocco"
721,Almaha Marrakech Restaurant & SPA,5,"55 Derb Ben Zina, Marrakech, Marrakech-Safi, Morocco"
722,Demeures d'Orient Riad & Spa Marrakech,4.5,"10 Arset Ben Nasser, Marrakech, Marrakech-Safi, Morocco"
723,Riad Jnane Agdal,4,"Derb Agda 3l, Marrakech, Marrakech-Safi, Morocco"
724,Riad Quenza,4,"24, Derb N'Kahl Rabba Lakdima, Marrakech, Marrakech-Safi, Morocco"
725,Hotel Foucauld,3.5,"Avenue El Mouahidine, Marrakech, Marrakech-Safi, Morocco"
726,Dar Zayna,4,"75 Rue Agadir, Essaouira, Marrakech-Safi, Morocco"
727,Riad Dama,4,"1 Derb El Boumba, Marrakech, Marrakech-Safi, Morocco"
728,Riad Espagne,3.5,"riad zitoun lakdim derb lakhdar No21, Marrakech, Marrakech-Safi, Morocco"
729,Riad Maissoun,4,"10 Derbe Lakhder Riad Zitoun Lakdem, Marrakech, Marrakech-Safi, Morocco"
730,Riad Mabrouk,3.5,"Bab Aylen, Marrakech, Marrakech-Safi, Morocco"
731,Riad Alnais,4,"48 Derb Ould Ben Sbaa, Marrakech, Marrakech-Safi, Morocco"
732,Le Chant des Oliviers,4,"Douar Bou Azza, Marrakech-Safi, Morocco"
733,Le Feng Shui Pool and Spa,3.5,"96 Derb Tizoukarine, Marrakech, Marrakech-Safi, Morocco"
734,Corner Hostel Marrakech,3,"Rue el Gza No. 10, Marrakech, Marrakech-Safi, Morocco"
735,Kasbah Tebi,5,"Porte Ait Ougram Ksar Ait Benhaddou, Ait Ben Haddou, Souss-Massa, Morocco"
736,Riad Bouchedor,4.5,"Tajda, Ouarzazate, Draa-Tafilalet, Morocco"
737,L'Oriental Medina Riad & Spa,5,"5 Derb Lgssaba, Lmoukef, Kaat Bennahid, Marrakech, Marrakech-Safi, Morocco"
738,Riad Abaka by ghali,4,"21 Derb Roukni, Marrakech, Marrakech-Safi, Morocco"
739,Riad Dar Mimouna Hotel,4,"Sidi Mimoun Derb Sidi M'Barek, N_ 151, Marrakech, Marrakech-Safi, Morocco"
740,Riad-Hadika Maria,4,"37 Derb Zemrane Hart Soura, Marrakech, Marrakech-Safi, Morocco"
741,Riad Fabiola,4,"Derb El Makina 14, Bab Ghmat, Marrakech, Marrakech-Safi, Morocco"
742,Dar Tuscia,4,"91 Dior Jdad Zaouia Elabbessia Bad Doukala, Marrakech, Marrakech-Safi, Morocco"
743,Le Gallia,4,"30 Rue de La Recette, Marrakech, Marrakech-Safi, Morocco"
744,Kasbah Le Mirage,4,"Ouahat Sidi Brahim, Marrakech, Marrakech-Safi, Morocco"
745,Hotel Islane,4,"279 Avenue Mohammed VI, Marrakech, Marrakech-Safi, Morocco"
746,Riad Barroko,4,"Derb Zaouia 26 Bab Doukkala, Marrakech, Marrakech-Safi, Morocco"
747,Teranga Hotel & SPA,3.5,"Rue Capitaine Ben Ali Belhaj, Marrakech, Marrakech-Safi, Morocco"
748,Riad Laora,4,"1 Derb Mqqdem Arset Loughzail Medina, Marrakech, Marrakech-Safi, Morocco"
749,Riad & Spa Mabrouk,4,"Rue Bani Marine, Marrakech, Marrakech-Safi, Morocco"
750,Riad Boutouil,4,"291, Rue la Kasbah, Marrakech, Marrakech-Safi, Morocco"
751,Riad Fatinat Marrakech,4.5,"Arset Aouzel 61, Marrakech, Marrakech-Safi, Morocco"
752,Riad 5 Sense,4.5,"10 & 11, derb El Baroud, Marrakech, Marrakech-Safi, Morocco"
753,Irocha,4.5,"Tisseldei 45250, Ouarzazate, Draa-Tafilalet, Morocco"
754,Riad Dar Bounouar,4.5,"8 Derb Lahdiri, Marrakech, Marrakech-Safi, Morocco"
755,Riad Mariana,4.5,"13 Derb El Boumba, Marrakech, Marrakech-Safi, Morocco"
756,Dar Ihssane,4.5,"14 Derb Chorfa Lakbir Mouassine, Marrakech, Marrakech-Safi, Morocco"
757,Dar Chadia,5,"Derb Boutouil, N_ 79, Marrakech, Marrakech-Safi, Morocco"
758,Riad Shaloma,4.5,"120 bis derb Ahel Souss, Marrakech, Marrakech-Safi, Morocco"
759,Dar Nouba,4.5,"9 Derb Slima, Hart Soura, Marrakech, Marrakech-Safi, Morocco"
760,Riad Naya,4.5,"Derb Snane 131, Marrakech, Marrakech-Safi, Morocco"
761,Riad Blue Berber,4.5,"5 Derb Jdid, Marrakech, Marrakech-Safi, Morocco"
762,Domaine des Remparts Hotel & Spa,4.5,"Km 4 Route de Fes vers Tallaght, Marrakech, Marrakech-Safi, Morocco"
763,Riad Dar Justo Hotel Boutique & Spa,4.5,"35 Derb Chorfa Lekbir, Marrakech, Marrakech-Safi, Morocco"
764,Hotel & Spa Riad Dar Sara,4.5,"120 Derb Arset Awzel, Marrakech, Marrakech-Safi, Morocco"
765,Riad El Borj,5,"63 Derb Moulay Abdelkader, Marrakech, Marrakech-Safi, Morocco"
766,Riad Al Jana,4.5,"6 Derb Si Mustapha Zaouite Lahdar, Marrakech, Marrakech-Safi, Morocco"
767,Riad Villa Harmonie,4.5,"Derb Touareg 23, Marrakech, Marrakech-Safi, Morocco"
768,Residence Dar Lamia,5,"Rue Mohamed Brahim Ouahat Sidi Brahim, Marrakech, Marrakech-Safi, Morocco"
769,Riad Quara,5,"27 Derb El Hammam, Marrakech, Marrakech-Safi, Morocco"
770,Palais de l'O,4.5,"Route de Fes km12, Marrakech, Marrakech-Safi, Morocco"
771,Riad Le J,5,"67, Derb el Hammam, Marrakech, Marrakech-Safi, Morocco"
772,Riad Nirvana,5,"Ksibat Nhass, Derb Lalla Izza Hmad No. 3, Marrakech, Marrakech-Safi, Morocco"
773,Hivernage Secret Suites & Garden,5,"Rue el Houssima, Marrakech, Marrakech-Safi, Morocco"
